,fold
189640,train
189641,train
189642,train
189643,train
189644,train
189645,train
189646,train
189647,train
189648,train
189649,train
189650,train
189651,train
189652,train
189653,train
189654,valid
189655,train
189656,train
189657,train
189658,train
189659,train
189660,train
189661,train
189662,train
189663,train
189664,train
189665,train
189666,train
189667,train
189668,train
189669,train
189670,train
189671,train
189672,train
189673,train
189674,train
189675,train
189676,train
189677,train
189678,train
189679,train
189680,train
189681,train
189682,train
189683,train
189684,train
189685,train
189686,valid
189687,train
189688,train
189689,train
189690,train
189691,train
189692,train
189693,train
189694,train
189695,train
189696,train
189697,train
189698,valid
189699,valid
189700,train
189701,train
189702,train
189703,train
189704,train
189705,train
189706,valid
189707,valid
189708,train
189709,valid
189710,train
189711,train
189712,train
189713,train
189714,train
189715,train
189716,train
189717,train
189718,train
189719,valid
189720,train
189721,valid
189722,train
189723,train
189724,train
189725,train
189726,train
189727,train
189728,train
189729,train
189730,valid
189731,train
189732,train
189733,train
189734,train
189735,train
189736,train
189737,valid
189738,train
189739,train
189740,train
189741,train
189742,train
189743,train
189744,train
189745,train
189746,valid
189747,train
189748,train
189749,train
189750,valid
189751,train
189752,train
189753,train
189754,train
189755,train
189756,train
189757,train
189758,train
189759,train
189760,train
189761,train
189762,train
189763,train
189764,train
189765,valid
189766,train
189767,train
189768,train
189769,valid
189770,train
189771,train
189772,train
189773,train
189774,train
189775,train
189776,train
189777,train
189778,train
189779,train
189780,train
189781,train
189782,train
189783,train
189784,train
189785,valid
189786,train
189787,train
189788,train
189789,train
189790,valid
189791,train
189792,valid
189793,train
189794,train
189795,train
189796,train
189797,train
189798,train
189799,train
189800,train
189801,train
189802,valid
189803,train
189804,train
189805,train
189806,train
189807,train
189808,train
189809,train
189810,train
189811,train
189812,train
189813,valid
189814,train
189815,train
189816,train
189817,train
189818,valid
189819,train
189820,train
189821,train
189822,train
189823,train
189824,train
189825,train
189826,train
189827,train
189828,train
189829,valid
189830,train
189831,train
189832,train
189833,train
189834,train
189835,train
189836,train
189837,train
189838,train
189839,train
189840,train
189841,train
189842,train
189843,train
189844,train
189845,valid
189846,train
189847,train
189848,train
189849,train
189850,train
189851,train
189852,train
189853,train
189854,train
189855,valid
189856,train
189857,train
189858,train
189859,valid
189860,train
189861,train
189862,train
189863,train
189864,train
189865,train
189866,train
189867,train
189868,train
189869,train
189870,train
189871,train
189872,train
189873,train
189874,train
189875,train
189876,train
189877,train
189878,train
189879,train
189880,train
189881,train
189882,train
189883,train
189884,train
189885,train
189886,train
189887,train
189888,train
189889,valid
189890,train
189891,train
189892,train
189893,valid
189894,train
189895,valid
189896,train
189897,train
189898,train
189899,train
189900,train
189901,train
189902,train
189903,train
189904,train
189905,train
189906,train
189907,train
189908,train
189909,train
189910,train
189911,train
189912,train
189913,train
189914,train
189915,train
189916,train
189917,train
189918,train
189919,train
189920,train
189921,train
189922,train
189923,train
189924,train
189925,train
189926,train
189927,train
189928,train
189929,train
189930,train
189931,train
189932,train
189933,train
189934,train
189935,train
189936,train
189937,train
189938,train
189939,train
189940,valid
189941,train
189942,train
189943,train
189944,train
189945,train
189946,train
189947,valid
189948,train
189949,train
189950,train
189951,train
189952,train
189953,train
189954,train
189955,train
189956,train
189957,train
189958,train
189959,train
189960,train
189961,train
189962,train
189963,train
189964,train
189965,train
189966,train
189967,train
189968,train
189969,train
189970,train
189971,train
189972,train
189973,train
189974,train
189975,valid
189976,train
189977,train
189978,train
189979,train
189980,train
189981,train
189982,train
189983,train
189984,valid
189985,train
189986,train
189987,train
189988,train
189989,train
189990,train
189991,train
189992,train
189993,train
189994,train
189995,valid
189996,train
189997,train
189998,train
189999,valid
190000,train
190001,valid
190002,train
190003,train
190004,train
190005,train
190006,train
190007,train
190008,valid
190009,train
190010,train
190011,train
190012,valid
190013,valid
190014,train
190015,train
190016,train
190017,valid
190018,train
190019,train
190020,valid
190021,train
190022,train
190023,train
190024,train
190025,train
190026,train
190027,train
190028,train
190029,train
190030,train
190031,valid
190032,train
190033,train
190034,train
190035,train
190036,valid
190037,valid
190038,train
190039,train
190040,train
190041,valid
190042,valid
190043,train
190044,train
190045,train
190046,valid
190047,valid
190048,valid
190049,train
190050,train
190051,train
190052,train
190053,train
190054,train
190055,train
190056,train
190057,train
190058,train
190059,train
190060,train
190061,train
190062,train
190063,valid
190064,train
190065,valid
190066,valid
190067,train
190068,train
190069,train
190070,train
190071,train
190072,train
190073,train
190074,train
190075,train
190076,train
190077,train
190078,train
190079,train
190080,train
190081,train
190082,train
190083,train
190084,train
190085,train
190086,train
190087,train
190088,train
190089,train
190090,train
190091,train
190092,train
190093,train
190094,train
190095,train
190096,train
190097,train
190098,train
190099,train
190100,train
190101,valid
190102,valid
190103,train
190104,train
190105,valid
190106,train
190107,valid
190108,train
190109,train
190110,valid
190111,train
190112,train
190113,train
190114,train
190115,valid
190116,train
190117,train
190118,train
190119,train
190120,train
190121,train
190122,train
190123,train
190124,train
190125,train
190126,valid
190127,train
190128,train
190129,train
190130,valid
190131,train
190132,train
190133,train
190134,valid
190135,train
190136,train
190137,train
190138,train
190139,train
190140,train
190141,valid
190142,train
190143,train
190144,train
190145,train
190146,train
190147,train
190148,train
190149,train
190150,train
190151,train
190152,train
190153,train
190154,train
190155,train
190156,train
190157,train
190158,valid
190159,train
190160,train
190161,train
190162,train
190163,train
190164,train
190165,train
190166,train
190167,train
190168,valid
190169,train
190170,train
190171,train
190172,valid
190173,train
190174,valid
190175,train
190176,train
190177,train
190178,train
190179,train
190180,train
190181,train
190182,train
190183,train
190184,train
190185,train
190186,train
190187,train
190188,train
190189,train
190190,valid
190191,valid
190192,train
190193,train
190194,train
190195,train
190196,valid
190197,train
190198,train
190199,train
190200,train
190201,train
190202,train
190203,train
190204,train
190205,train
190206,train
190207,train
190208,train
190209,train
190210,train
190211,train
190212,train
190213,train
190214,train
190215,train
190216,train
190217,train
190218,train
190219,train
190220,train
190221,train
190222,train
190223,train
190224,train
190225,train
190226,train
190227,train
190228,valid
190229,train
190230,train
190231,train
190232,train
190233,train
190234,train
190235,train
190236,train
190237,train
190238,train
190239,train
190240,train
190241,train
190242,train
190243,train
190244,train
190245,train
190246,train
190247,train
190248,train
190249,train
190250,train
190251,train
190252,train
190253,valid
190254,train
190255,train
190256,valid
190257,train
190258,train
190259,train
190260,train
190261,train
190262,train
190263,train
190264,train
190265,train
190266,train
190267,train
190268,train
190269,valid
190270,train
190271,train
190272,train
190273,train
190274,train
190275,train
190276,train
190277,train
190278,train
190279,train
190280,train
190281,train
190282,train
190283,train
190284,train
190285,train
190286,train
190287,train
190288,train
190289,train
190290,train
190291,train
190292,valid
190293,train
190294,valid
190295,train
190296,train
190297,train
190298,train
190299,train
190300,train
190301,train
190302,train
190303,train
190304,train
190305,train
190306,valid
190307,train
190308,valid
190309,valid
190310,train
190311,train
190312,train
190313,train
190314,train
190315,train
190316,train
190317,train
190318,train
190319,train
190320,train
190321,train
190322,train
190323,train
190324,train
190325,train
190326,train
190327,train
190328,train
190329,train
190330,train
190331,train
190332,train
190333,train
190334,train
190335,train
190336,train
190337,train
190338,train
190339,train
190340,train
190341,train
190342,train
190343,train
190344,train
190345,train
190346,train
190347,train
190348,train
190349,valid
190350,train
190351,train
190352,train
190353,train
190354,train
190355,train
